tech_level_id,tech_effect,tech_species,tech_class,tech_order,tech_type,tech_number,need_resource,levelup_time,level_need,level_open,need
"[1304002,0]","{""2502002"":0}",2,1,2,2,0,{},0,{},{},{}
"[1304002,1]","{""2502002"":1}",2,1,2,2,1,"{""1101001"":1000,""1101002"":1000,""1101003"":1000,""1102003"":1000,""1102001"":1000,""1102004"":1000}",30,{},{},"{""1903001"":1}"
"[1304002,2]","{""2502002"":2}",2,1,2,2,2,"{""1101001"":4000,""1101002"":4000,""1101003"":4000,""1102003"":4000,""1102001"":4000,""1102004"":4000}",120,{},{},"{""1903001"":2}"
"[1304002,3]","{""2502002"":5}",2,1,2,2,4,"{""1101001"":9000,""1101002"":9000,""1101003"":9000,""1102003"":9000,""1102001"":9000,""1102004"":9000}",270,{},{},"{""1903001"":3}"
"[1304003,0]","{""2502003"":0}",2,1,2,3,0,{},0,{},{},{}
"[1304003,1]","{""2502003"":1}",2,1,2,3,1,"{""1101001"":1000,""1101002"":1000,""1101003"":1000,""1102003"":1000,""1102001"":1000,""1102004"":1000}",30,{},{},"{""1903001"":1}"
"[1304003,2]","{""2502003"":2}",2,1,2,3,2,"{""1101001"":4000,""1101002"":4000,""1101003"":4000,""1102003"":4000,""1102001"":4000,""1102004"":4000}",120,{},{},"{""1903001"":2}"
"[1304003,3]","{""2502003"":3}",2,1,2,3,4,"{""1101001"":9000,""1101002"":9000,""1101003"":9000,""1102003"":9000,""1102001"":9000,""1102004"":9000}",270,{},{},"{""1903001"":3}"
"[1304004,0]","{""2502004"":0}",2,1,2,4,0,{},0,{},{},{}
"[1304004,1]","{""2502004"":1}",2,1,2,4,1,"{""1101001"":1000,""1101002"":1000,""1101003"":1000,""1102003"":1000,""1102001"":1000,""1102004"":1000}",30,{},{},"{""1903001"":1}"
"[1304004,2]","{""2502004"":2}",2,1,2,4,2,"{""1101001"":4000,""1101002"":4000,""1101003"":4000,""1102003"":4000,""1102001"":4000,""1102004"":4000}",120,{},{},"{""1903001"":2}"
"[1304004,3]","{""2502004"":4}",2,1,2,4,4,"{""1101001"":9000,""1101002"":9000,""1101003"":9000,""1102003"":9000,""1102001"":9000,""1102004"":9000}",270,{},{},"{""1903001"":3}"
"[1304005,0]","{""2502005"":0}",2,1,2,5,0,{},0,{},{},{}
"[1304005,1]","{""2502005"":1}",2,1,2,5,1,"{""1101001"":1000,""1101002"":1000,""1101003"":1000,""1102003"":1000,""1102001"":1000,""1102004"":1000}",30,{},{},"{""1903001"":1}"
"[1304005,2]","{""2502005"":2}",2,1,2,5,2,"{""1101001"":4000,""1101002"":4000,""1101003"":4000,""1102003"":4000,""1102001"":4000,""1102004"":4000}",120,{},{},"{""1903001"":2}"
"[1304005,3]","{""2502005"":3}",2,1,2,5,4,"{""1101001"":9000,""1101002"":9000,""1101003"":9000,""1102003"":9000,""1102001"":9000,""1102004"":9000}",270,{},{},"{""1903001"":3}"
"[1304006,0]","{""2502006"":0}",2,1,2,6,0,{},0,{},{},{}
"[1304006,1]","{""2502006"":1}",2,1,2,6,1,"{""1101001"":1000,""1101002"":1000,""1101003"":1000,""1102003"":1000,""1102001"":1000,""1102004"":1000}",30,{},{},"{""1903001"":1}"
"[1304006,2]","{""2502006"":2}",2,1,2,6,2,"{""1101001"":4000,""1101002"":4000,""1101003"":4000,""1102003"":4000,""1102001"":4000,""1102004"":4000}",120,{},{},"{""1903001"":2}"
"[1304006,3]","{""2502006"":3}",2,1,2,6,4,"{""1101001"":9000,""1101002"":9000,""1101003"":9000,""1102003"":9000,""1102001"":9000,""1102004"":9000}",270,{},{},"{""1903001"":3}"
"[1304007,0]","{""2502007"":0}",2,1,2,7,0,{},0,{},{},{}
"[1304007,1]","{""2502007"":1}",2,1,2,7,1,"{""1101001"":1000,""1101002"":1000,""1101003"":1000,""1102003"":1000,""1102001"":1000,""1102004"":1000}",30,{},{},"{""1903001"":1}"
"[1304007,2]","{""2502007"":3}",2,1,2,7,2,"{""1101001"":4000,""1101002"":4000,""1101003"":4000,""1102003"":4000,""1102001"":4000,""1102004"":4000}",120,{},{},"{""1903001"":2}"
"[1304007,3]","{""2502007"":6}",2,1,2,7,4,"{""1101001"":9000,""1101002"":9000,""1101003"":9000,""1102003"":9000,""1102001"":9000,""1102004"":9000}",270,{},{},"{""1903001"":3}"
"[1304008,0]","{""2502008"":0}",2,2,2,1,0,{},0,{},{},{}
"[1304008,1]","{""2502008"":1}",2,2,2,1,1,"{""1101001"":3300,""1101002"":3300,""1101003"":3300,""1102003"":3300,""1102001"":3300,""1102004"":3300}",100,{},{},"{""1903001"":1}"
"[1304008,2]","{""2502008"":2}",2,2,2,1,2,"{""1101001"":13300,""1101002"":13300,""1101003"":13300,""1102003"":13300,""1102001"":13300,""1102004"":13300}",400,{},{},"{""1903001"":2}"
"[1304008,3]","{""2502008"":5}",2,2,2,1,4,"{""1101001"":30000,""1101002"":30000,""1101003"":30000,""1102003"":30000,""1102001"":30000,""1102004"":30000}",900,{},{},"{""1903001"":3}"
"[1304009,0]","{""2502009"":0}",2,2,2,2,0,{},0,{},{},{}
"[1304009,1]","{""2502009"":1}",2,2,2,2,1,"{""1101001"":3300,""1101002"":3300,""1101003"":3300,""1102003"":3300,""1102001"":3300,""1102004"":3300}",100,{},{},"{""1903001"":1}"
"[1304009,2]","{""2502009"":4}",2,2,2,2,2,"{""1101001"":13300,""1101002"":13300,""1101003"":13300,""1102003"":13300,""1102001"":13300,""1102004"":13300}",400,{},{},"{""1903001"":2}"
"[1304009,3]","{""2502009"":8}",2,2,2,2,4,"{""1101001"":30000,""1101002"":30000,""1101003"":30000,""1102003"":30000,""1102001"":30000,""1102004"":30000}",900,{},{},"{""1903001"":3}"
"[1304010,0]","{""2502010"":0}",2,2,2,3,0,{},0,{},{},{}
"[1304010,1]","{""2502010"":1}",2,2,2,3,1,"{""1101001"":3300,""1101002"":3300,""1101003"":3300,""1102003"":3300,""1102001"":3300,""1102004"":3300}",100,{},{},"{""1903001"":1}"
"[1304010,2]","{""2502010"":2}",2,2,2,3,2,"{""1101001"":13300,""1101002"":13300,""1101003"":13300,""1102003"":13300,""1102001"":13300,""1102004"":13300}",400,{},{},"{""1903001"":2}"
"[1304010,3]","{""2502010"":4}",2,2,2,3,4,"{""1101001"":30000,""1101002"":30000,""1101003"":30000,""1102003"":30000,""1102001"":30000,""1102004"":30000}",900,{},{},"{""1903001"":3}"
"[1304011,0]","{""2502011"":0}",2,2,2,4,0,{},0,{},{},{}
"[1304011,1]","{""2502011"":1}",2,2,2,4,1,"{""1101001"":3300,""1101002"":3300,""1101003"":3300,""1102003"":3300,""1102001"":3300,""1102004"":3300}",100,{},{},"{""1903001"":1}"
"[1304011,2]","{""2502011"":3}",2,2,2,4,2,"{""1101001"":13300,""1101002"":13300,""1101003"":13300,""1102003"":13300,""1102001"":13300,""1102004"":13300}",400,{},{},"{""1903001"":2}"
"[1304011,3]","{""2502011"":7}",2,2,2,4,4,"{""1101001"":30000,""1101002"":30000,""1101003"":30000,""1102003"":30000,""1102001"":30000,""1102004"":30000}",900,{},{},"{""1903001"":3}"
"[1304012,0]","{""2502012"":0}",2,2,2,5,0,{},0,{},{},{}
"[1304012,1]","{""2502012"":1}",2,2,2,5,1,"{""1101001"":3300,""1101002"":3300,""1101003"":3300,""1102003"":3300,""1102001"":3300,""1102004"":3300}",100,{},{},"{""1903001"":1}"
"[1304012,2]","{""2502012"":2}",2,2,2,5,2,"{""1101001"":13300,""1101002"":13300,""1101003"":13300,""1102003"":13300,""1102001"":13300,""1102004"":13300}",400,{},{},"{""1903001"":2}"
"[1304012,3]","{""2502012"":4}",2,2,2,5,4,"{""1101001"":30000,""1101002"":30000,""1101003"":30000,""1102003"":30000,""1102001"":30000,""1102004"":30000}",900,{},{},"{""1903001"":3}"
"[1304013,0]","{""2502013"":0}",2,2,2,6,0,{},0,{},{},{}
"[1304013,1]","{""2502013"":1}",2,2,2,6,1,"{""1101001"":3300,""1101002"":3300,""1101003"":3300,""1102003"":3300,""1102001"":3300,""1102004"":3300}",100,{},{},"{""1903001"":1}"
"[1304013,2]","{""2502013"":2}",2,2,2,6,2,"{""1101001"":13300,""1101002"":13300,""1101003"":13300,""1102003"":13300,""1102001"":13300,""1102004"":13300}",400,{},{},"{""1903001"":2}"
"[1304013,3]","{""2502013"":3}",2,2,2,6,4,"{""1101001"":30000,""1101002"":30000,""1101003"":30000,""1102003"":30000,""1102001"":30000,""1102004"":30000}",900,{},{},"{""1903001"":3}"
"[1304014,0]","{""2502014"":0}",2,2,2,7,0,{},0,{},{},{}
"[1304014,1]","{""2502014"":1}",2,2,2,7,1,"{""1101001"":3300,""1101002"":3300,""1101003"":3300,""1102003"":3300,""1102001"":3300,""1102004"":3300}",100,{},{},"{""1903001"":1}"
"[1304014,2]","{""2502014"":4}",2,2,2,7,2,"{""1101001"":13300,""1101002"":13300,""1101003"":13300,""1102003"":13300,""1102001"":13300,""1102004"":13300}",400,{},{},"{""1903001"":2}"
"[1304014,3]","{""2502014"":10}",2,2,2,7,4,"{""1101001"":30000,""1101002"":30000,""1101003"":30000,""1102003"":30000,""1102001"":30000,""1102004"":30000}",900,{},{},"{""1903001"":3}"
"[1304015,0]","{""2502015"":0}",2,3,2,1,0,{},0,{},{},{}
"[1304015,1]","{""2502015"":1}",2,3,2,1,1,"{""1101001"":16700,""1101002"":16700,""1101003"":16700,""1102003"":16700,""1102001"":16700,""1102004"":16700}",500,{},{},"{""1903001"":1}"
"[1304015,2]","{""2502015"":4}",2,3,2,1,2,"{""1101001"":66700,""1101002"":66700,""1101003"":66700,""1102003"":66700,""1102001"":66700,""1102004"":66700}",2000,{},{},"{""1903001"":2}"
"[1304015,3]","{""2502015"":9}",2,3,2,1,4,"{""1101001"":150000,""1101002"":150000,""1101003"":150000,""1102003"":150000,""1102001"":150000,""1102004"":150000}",4500,{},{},"{""1903001"":3}"
"[1304016,0]","{""2502016"":0}",2,3,2,2,0,{},0,{},{},{}
"[1304016,1]","{""2502016"":2}",2,3,2,2,1,"{""1101001"":16700,""1101002"":16700,""1101003"":16700,""1102003"":16700,""1102001"":16700,""1102004"":16700}",500,{},{},"{""1903001"":1}"
"[1304016,2]","{""2502016"":6}",2,3,2,2,2,"{""1101001"":66700,""1101002"":66700,""1101003"":66700,""1102003"":66700,""1102001"":66700,""1102004"":66700}",2000,{},{},"{""1903001"":2}"
"[1304016,3]","{""2502016"":14}",2,3,2,2,4,"{""1101001"":150000,""1101002"":150000,""1101003"":150000,""1102003"":150000,""1102001"":150000,""1102004"":150000}",4500,{},{},"{""1903001"":3}"
"[1304017,0]","{""2502017"":0}",2,3,2,3,0,{},0,{},{},{}
"[1304017,1]","{""2502017"":1}",2,3,2,3,1,"{""1101001"":16700,""1101002"":16700,""1101003"":16700,""1102003"":16700,""1102001"":16700,""1102004"":16700}",500,{},{},"{""1903001"":1}"
"[1304017,2]","{""2502017"":3}",2,3,2,3,2,"{""1101001"":66700,""1101002"":66700,""1101003"":66700,""1102003"":66700,""1102001"":66700,""1102004"":66700}",2000,{},{},"{""1903001"":2}"
"[1304017,3]","{""2502017"":7}",2,3,2,3,4,"{""1101001"":150000,""1101002"":150000,""1101003"":150000,""1102003"":150000,""1102001"":150000,""1102004"":150000}",4500,{},{},"{""1903001"":3}"
"[1304018,0]","{""2502018"":0}",2,3,2,4,0,{},0,{},{},{}
"[1304018,1]","{""2502018"":2}",2,3,2,4,1,"{""1101001"":16700,""1101002"":16700,""1101003"":16700,""1102003"":16700,""1102001"":16700,""1102004"":16700}",500,{},{},"{""1903001"":1}"
"[1304018,2]","{""2502018"":5}",2,3,2,4,2,"{""1101001"":66700,""1101002"":66700,""1101003"":66700,""1102003"":66700,""1102001"":66700,""1102004"":66700}",2000,{},{},"{""1903001"":2}"
"[1304018,3]","{""2502018"":12}",2,3,2,4,4,"{""1101001"":150000,""1101002"":150000,""1101003"":150000,""1102003"":150000,""1102001"":150000,""1102004"":150000}",4500,{},{},"{""1903001"":3}"
"[1304019,0]","{""2502019"":0}",2,3,2,5,0,{},0,{},{},{}
"[1304019,1]","{""2502019"":1}",2,3,2,5,1,"{""1101001"":16700,""1101002"":16700,""1101003"":16700,""1102003"":16700,""1102001"":16700,""1102004"":16700}",500,{},{},"{""1903001"":1}"
"[1304019,2]","{""2502019"":3}",2,3,2,5,2,"{""1101001"":66700,""1101002"":66700,""1101003"":66700,""1102003"":66700,""1102001"":66700,""1102004"":66700}",2000,{},{},"{""1903001"":2}"
"[1304019,3]","{""2502019"":6}",2,3,2,5,4,"{""1101001"":150000,""1101002"":150000,""1101003"":150000,""1102003"":150000,""1102001"":150000,""1102004"":150000}",4500,{},{},"{""1903001"":3}"
"[1304020,0]","{""2502020"":0}",2,3,2,6,0,{},0,{},{},{}
"[1304020,1]","{""2502020"":1}",2,3,2,6,1,"{""1101001"":16700,""1101002"":16700,""1101003"":16700,""1102003"":16700,""1102001"":16700,""1102004"":16700}",500,{},{},"{""1903001"":1}"
"[1304020,2]","{""2502020"":3}",2,3,2,6,2,"{""1101001"":66700,""1101002"":66700,""1101003"":66700,""1102003"":66700,""1102001"":66700,""1102004"":66700}",2000,{},{},"{""1903001"":2}"
"[1304020,3]","{""2502020"":6}",2,3,2,6,4,"{""1101001"":150000,""1101002"":150000,""1101003"":150000,""1102003"":150000,""1102001"":150000,""1102004"":150000}",4500,{},{},"{""1903001"":3}"
"[1304021,0]","{""2502021"":0}",2,3,2,7,0,{},0,{},{},{}
"[1304021,1]","{""2502021"":2}",2,3,2,7,1,"{""1101001"":16700,""1101002"":16700,""1101003"":16700,""1102003"":16700,""1102001"":16700,""1102004"":16700}",500,{},{},"{""1903001"":1}"
"[1304021,2]","{""2502021"":7}",2,3,2,7,2,"{""1101001"":66700,""1101002"":66700,""1101003"":66700,""1102003"":66700,""1102001"":66700,""1102004"":66700}",2000,{},{},"{""1903001"":2}"
"[1304021,3]","{""2502021"":16}",2,3,2,7,4,"{""1101001"":150000,""1101002"":150000,""1101003"":150000,""1102003"":150000,""1102001"":150000,""1102004"":150000}",4500,{},{},"{""1903001"":3}"
"[1304022,0]","{""2502022"":0}",2,3,2,1,0,{},0,{},{},{}
"[1304022,1]","{""2502022"":2}",2,4,2,1,1,"{""1101001"":40000,""1101002"":40000,""1101003"":40000,""1102003"":40000,""1102001"":40000,""1102004"":40000}",1200,{},{},"{""1903001"":1}"
"[1304022,2]","{""2502022"":6}",2,4,2,1,2,"{""1101001"":160000,""1101002"":160000,""1101003"":160000,""1102003"":160000,""1102001"":160000,""1102004"":160000}",4800,{},{},"{""1903001"":2}"
"[1304022,3]","{""2502022"":13}",2,4,2,1,4,"{""1101001"":360000,""1101002"":360000,""1101003"":360000,""1102003"":360000,""1102001"":360000,""1102004"":360000}",10800,{},{},"{""1903001"":3}"
"[1304023,0]","{""2502023"":0}",2,4,2,2,0,{},0,{},{},{}
"[1304023,1]","{""2502023"":2}",2,4,2,2,1,"{""1101001"":40000,""1101002"":40000,""1101003"":40000,""1102003"":40000,""1102001"":40000,""1102004"":40000}",1200,{},{},"{""1903001"":1}"
"[1304023,2]","{""2502023"":8}",2,4,2,2,2,"{""1101001"":160000,""1101002"":160000,""1101003"":160000,""1102003"":160000,""1102001"":160000,""1102004"":160000}",4800,{},{},"{""1903001"":2}"
"[1304023,3]","{""2502023"":19}",2,4,2,2,4,"{""1101001"":360000,""1101002"":360000,""1101003"":360000,""1102003"":360000,""1102001"":360000,""1102004"":360000}",10800,{},{},"{""1903001"":3}"
"[1304024,0]","{""2502024"":0}",2,4,2,3,0,{},0,{},{},{}
"[1304024,1]","{""2502024"":1}",2,4,2,3,1,"{""1101001"":40000,""1101002"":40000,""1101003"":40000,""1102003"":40000,""1102001"":40000,""1102004"":40000}",1200,{},{},"{""1903001"":1}"
"[1304024,2]","{""2502024"":4}",2,4,2,3,2,"{""1101001"":160000,""1101002"":160000,""1101003"":160000,""1102003"":160000,""1102001"":160000,""1102004"":160000}",4800,{},{},"{""1903001"":2}"
"[1304024,3]","{""2502024"":10}",2,4,2,3,4,"{""1101001"":360000,""1101002"":360000,""1101003"":360000,""1102003"":360000,""1102001"":360000,""1102004"":360000}",10800,{},{},"{""1903001"":3}"
"[1304025,0]","{""2502025"":0}",2,4,2,4,0,{},0,{},{},{}
"[1304025,1]","{""2502025"":2}",2,4,2,4,1,"{""1101001"":40000,""1101002"":40000,""1101003"":40000,""1102003"":40000,""1102001"":40000,""1102004"":40000}",1200,{},{},"{""1903001"":1}"
"[1304025,2]","{""2502025"":7}",2,4,2,4,2,"{""1101001"":160000,""1101002"":160000,""1101003"":160000,""1102003"":160000,""1102001"":160000,""1102004"":160000}",4800,{},{},"{""1903001"":2}"
"[1304025,3]","{""2502025"":17}",2,4,2,4,4,"{""1101001"":360000,""1101002"":360000,""1101003"":360000,""1102003"":360000,""1102001"":360000,""1102004"":360000}",10800,{},{},"{""1903001"":3}"
"[1304026,0]","{""2502026"":0}",2,4,2,5,0,{},0,{},{},{}
"[1304026,1]","{""2502026"":1}",2,4,2,5,1,"{""1101001"":40000,""1101002"":40000,""1101003"":40000,""1102003"":40000,""1102001"":40000,""1102004"":40000}",1200,{},{},"{""1903001"":1}"
"[1304026,2]","{""2502026"":4}",2,4,2,5,2,"{""1101001"":160000,""1101002"":160000,""1101003"":160000,""1102003"":160000,""1102001"":160000,""1102004"":160000}",4800,{},{},"{""1903001"":2}"
"[1304026,3]","{""2502026"":9}",2,4,2,5,4,"{""1101001"":360000,""1101002"":360000,""1101003"":360000,""1102003"":360000,""1102001"":360000,""1102004"":360000}",10800,{},{},"{""1903001"":3}"
"[1304027,0]","{""2502027"":0}",2,4,2,6,0,{},0,{},{},{}
"[1304027,1]","{""2502027"":1}",2,4,2,6,1,"{""1101001"":40000,""1101002"":40000,""1101003"":40000,""1102003"":40000,""1102001"":40000,""1102004"":40000}",1200,{},{},"{""1903001"":1}"
"[1304027,2]","{""2502027"":4}",2,4,2,6,2,"{""1101001"":160000,""1101002"":160000,""1101003"":160000,""1102003"":160000,""1102001"":160000,""1102004"":160000}",4800,{},{},"{""1903001"":2}"
"[1304027,3]","{""2502027"":8}",2,4,2,6,4,"{""1101001"":360000,""1101002"":360000,""1101003"":360000,""1102003"":360000,""1102001"":360000,""1102004"":360000}",10800,{},{},"{""1903001"":3}"
"[1304028,0]","{""2502028"":0}",2,4,2,7,0,{},0,{},{},{}
"[1304028,1]","{""2502028"":3}",2,4,2,7,1,"{""1101001"":40000,""1101002"":40000,""1101003"":40000,""1102003"":40000,""1102001"":40000,""1102004"":40000}",1200,{},{},"{""1903001"":1}"
"[1304028,2]","{""2502028"":10}",2,4,2,7,2,"{""1101001"":160000,""1101002"":160000,""1101003"":160000,""1102003"":160000,""1102001"":160000,""1102004"":160000}",4800,{},{},"{""1903001"":2}"
"[1304028,3]","{""2502028"":23}",2,4,2,7,4,"{""1101001"":360000,""1101002"":360000,""1101003"":360000,""1102003"":360000,""1102001"":360000,""1102004"":360000}",10800,{},{},"{""1903001"":3}"
"[1305001,0]","{""2503001"":0}",2,1,3,1,0,{},0,{},{},{}
"[1305001,1]","{""2503001"":1}",2,1,3,1,1,"{""1101001"":1000,""1101002"":1000,""1101003"":1000,""1102003"":1000,""1102001"":1000,""1102004"":1000}",30,{},{},"{""1903001"":1}"
"[1305001,2]","{""2503001"":2}",2,1,3,1,2,"{""1101001"":4000,""1101002"":4000,""1101003"":4000,""1102003"":4000,""1102001"":4000,""1102004"":4000}",120,{},{},"{""1903001"":2}"
"[1305001,3]","{""2503001"":3}",2,1,3,1,4,"{""1101001"":9000,""1101002"":9000,""1101003"":9000,""1102003"":9000,""1102001"":9000,""1102004"":9000}",270,{},{},"{""1903001"":3}"
"[1305002,0]","{""2503002"":0}",2,1,3,2,0,{},0,{},{},{}
"[1305002,1]","{""2503002"":1}",2,1,3,2,1,"{""1101001"":1000,""1101002"":1000,""1101003"":1000,""1102003"":1000,""1102001"":1000,""1102004"":1000}",30,{},{},"{""1903001"":1}"
"[1305002,2]","{""2503002"":2}",2,1,3,2,2,"{""1101001"":4000,""1101002"":4000,""1101003"":4000,""1102003"":4000,""1102001"":4000,""1102004"":4000}",120,{},{},"{""1903001"":2}"
"[1305002,3]","{""2503002"":3}",2,1,3,2,4,"{""1101001"":9000,""1101002"":9000,""1101003"":9000,""1102003"":9000,""1102001"":9000,""1102004"":9000}",270,{},{},"{""1903001"":3}"
"[1305003,0]","{""2503003"":0}",2,1,3,3,0,{},0,{},{},{}
"[1305003,1]","{""2503003"":1}",2,1,3,3,1,"{""1101001"":1000,""1101002"":1000,""1101003"":1000,""1102003"":1000,""1102001"":1000,""1102004"":1000}",30,{},{},"{""1903001"":1}"
"[1305003,2]","{""2503003"":2}",2,1,3,3,2,"{""1101001"":4000,""1101002"":4000,""1101003"":4000,""1102003"":4000,""1102001"":4000,""1102004"":4000}",120,{},{},"{""1903001"":2}"
"[1305003,3]","{""2503003"":3}",2,1,3,3,4,"{""1101001"":9000,""1101002"":9000,""1101003"":9000,""1102003"":9000,""1102001"":9000,""1102004"":9000}",270,{},{},"{""1903001"":3}"
"[1305004,0]","{""2503004"":0}",2,1,3,4,0,{},0,{},{},{}
"[1305004,1]","{""2503004"":1}",2,1,3,4,1,"{""1101001"":1000,""1101002"":1000,""1101003"":1000,""1102003"":1000,""1102001"":1000,""1102004"":1000}",30,{},{},"{""1903001"":1}"
"[1305004,2]","{""2503004"":2}",2,1,3,4,2,"{""1101001"":4000,""1101002"":4000,""1101003"":4000,""1102003"":4000,""1102001"":4000,""1102004"":4000}",120,{},{},"{""1903001"":2}"
"[1305004,3]","{""2503004"":3}",2,1,3,4,4,"{""1101001"":9000,""1101002"":9000,""1101003"":9000,""1102003"":9000,""1102001"":9000,""1102004"":9000}",270,{},{},"{""1903001"":3}"
"[1305005,0]","{""2503005"":0}",2,1,3,5,0,{},0,{},{},{}
"[1305005,1]","{""2503005"":1}",2,1,3,5,1,"{""1101001"":1000,""1101002"":1000,""1101003"":1000,""1102003"":1000,""1102001"":1000,""1102004"":1000}",30,{},{},"{""1903001"":1}"
"[1305005,2]","{""2503005"":2}",2,1,3,5,2,"{""1101001"":4000,""1101002"":4000,""1101003"":4000,""1102003"":4000,""1102001"":4000,""1102004"":4000}",120,{},{},"{""1903001"":2}"
"[1305005,3]","{""2503005"":3}",2,1,3,5,4,"{""1101001"":9000,""1101002"":9000,""1101003"":9000,""1102003"":9000,""1102001"":9000,""1102004"":9000}",270,{},{},"{""1903001"":3}"
"[1305006,0]","{""2503006"":0}",2,1,3,6,0,{},0,{},{},{}
"[1305006,1]","{""2503006"":1}",2,1,3,6,1,"{""1101001"":1000,""1101002"":1000,""1101003"":1000,""1102003"":1000,""1102001"":1000,""1102004"":1000}",30,{},{},"{""1903001"":1}"
"[1305006,2]","{""2503006"":2}",2,1,3,6,2,"{""1101001"":4000,""1101002"":4000,""1101003"":4000,""1102003"":4000,""1102001"":4000,""1102004"":4000}",120,{},{},"{""1903001"":2}"
"[1305006,3]","{""2503006"":3}",2,1,3,6,4,"{""1101001"":9000,""1101002"":9000,""1101003"":9000,""1102003"":9000,""1102001"":9000,""1102004"":9000}",270,{},{},"{""1903001"":3}"
"[1305007,0]","{""2503007"":0}",2,1,3,7,0,{},0,{},{},{}
"[1305007,1]","{""2503007"":1}",2,1,3,7,1,"{""1101001"":1000,""1101002"":1000,""1101003"":1000,""1102003"":1000,""1102001"":1000,""1102004"":1000}",30,{},{},"{""1903001"":1}"
"[1305007,2]","{""2503007"":3}",2,1,3,7,2,"{""1101001"":4000,""1101002"":4000,""1101003"":4000,""1102003"":4000,""1102001"":4000,""1102004"":4000}",120,{},{},"{""1903001"":2}"
"[1305007,3]","{""2503007"":6}",2,1,3,7,4,"{""1101001"":9000,""1101002"":9000,""1101003"":9000,""1102003"":9000,""1102001"":9000,""1102004"":9000}",270,{},{},"{""1903001"":3}"
"[1305008,0]","{""2503008"":0}",2,2,3,1,0,{},0,{},{},{}
"[1305008,1]","{""2503008"":1}",2,2,3,1,1,"{""1101001"":3300,""1101002"":3300,""1101003"":3300,""1102003"":3300,""1102001"":3300,""1102004"":3300}",100,{},{},"{""1903001"":1}"
"[1305008,2]","{""2503008"":2}",2,2,3,1,2,"{""1101001"":13300,""1101002"":13300,""1101003"":13300,""1102003"":13300,""1102001"":13300,""1102004"":13300}",400,{},{},"{""1903001"":2}"
"[1305008,3]","{""2503008"":5}",2,2,3,1,4,"{""1101001"":30000,""1101002"":30000,""1101003"":30000,""1102003"":30000,""1102001"":30000,""1102004"":30000}",900,{},{},"{""1903001"":3}"
"[1305009,0]","{""2503009"":0}",2,2,3,2,0,{},0,{},{},{}
"[1305009,1]","{""2503009"":1}",2,2,3,2,1,"{""1101001"":3300,""1101002"":3300,""1101003"":3300,""1102003"":3300,""1102001"":3300,""1102004"":3300}",100,{},{},"{""1903001"":1}"
"[1305009,2]","{""2503009"":2}",2,2,3,2,2,"{""1101001"":13300,""1101002"":13300,""1101003"":13300,""1102003"":13300,""1102001"":13300,""1102004"":13300}",400,{},{},"{""1903001"":2}"
"[1305009,3]","{""2503009"":5}",2,2,3,2,4,"{""1101001"":30000,""1101002"":30000,""1101003"":30000,""1102003"":30000,""1102001"":30000,""1102004"":30000}",900,{},{},"{""1903001"":3}"
"[1305010,0]","{""2503010"":0}",2,2,3,3,0,{},0,{},{},{}
"[1305010,1]","{""2503010"":1}",2,2,3,3,1,"{""1101001"":3300,""1101002"":3300,""1101003"":3300,""1102003"":3300,""1102001"":3300,""1102004"":3300}",100,{},{},"{""1903001"":1}"
"[1305010,2]","{""2503010"":3}",2,2,3,3,2,"{""1101001"":13300,""1101002"":13300,""1101003"":13300,""1102003"":13300,""1102001"":13300,""1102004"":13300}",400,{},{},"{""1903001"":2}"
"[1305010,3]","{""2503010"":6}",2,2,3,3,4,"{""1101001"":30000,""1101002"":30000,""1101003"":30000,""1102003"":30000,""1102001"":30000,""1102004"":30000}",900,{},{},"{""1903001"":3}"
"[1305011,0]","{""2503011"":0}",2,2,3,4,0,{},0,{},{},{}
"[1305011,1]","{""2503011"":1}",2,2,3,4,1,"{""1101001"":3300,""1101002"":3300,""1101003"":3300,""1102003"":3300,""1102001"":3300,""1102004"":3300}",100,{},{},"{""1903001"":1}"
"[1305011,2]","{""2503011"":2}",2,2,3,4,2,"{""1101001"":13300,""1101002"":13300,""1101003"":13300,""1102003"":13300,""1102001"":13300,""1102004"":13300}",400,{},{},"{""1903001"":2}"
"[1305011,3]","{""2503011"":5}",2,2,3,4,4,"{""1101001"":30000,""1101002"":30000,""1101003"":30000,""1102003"":30000,""1102001"":30000,""1102004"":30000}",900,{},{},"{""1903001"":3}"
"[1305012,0]","{""2503012"":0}",2,2,3,5,0,{},0,{},{},{}
"[1305012,1]","{""2503012"":1}",2,2,3,5,1,"{""1101001"":3300,""1101002"":3300,""1101003"":3300,""1102003"":3300,""1102001"":3300,""1102004"":3300}",100,{},{},"{""1903001"":1}"
"[1305012,2]","{""2503012"":2}",2,2,3,5,2,"{""1101001"":13300,""1101002"":13300,""1101003"":13300,""1102003"":13300,""1102001"":13300,""1102004"":13300}",400,{},{},"{""1903001"":2}"
"[1305012,3]","{""2503012"":5}",2,2,3,5,4,"{""1101001"":30000,""1101002"":30000,""1101003"":30000,""1102003"":30000,""1102001"":30000,""1102004"":30000}",900,{},{},"{""1903001"":3}"
"[1305013,0]","{""2503013"":0}",2,2,3,6,0,{},0,{},{},{}
"[1305013,1]","{""2503013"":1}",2,2,3,6,1,"{""1101001"":3300,""1101002"":3300,""1101003"":3300,""1102003"":3300,""1102001"":3300,""1102004"":3300}",100,{},{},"{""1903001"":1}"
