task_id,task_last,task_city,task_class,task_type,accumulation,task_need,task_reward
3010324,3010323,1,1,1,0,"{""1903001"":[1,29]}","{""1101201"":1108000,""1101202"":1108000,""1101203"":1108000,""1102003"":593000,""1102001"":593000,""1102004"":593000}"
3010325,3010324,1,1,1,0,"{""1907001"":[1,29]}","{""1101201"":1108000,""1101202"":1108000,""1101203"":1108000,""1102003"":593000,""1102001"":593000,""1102004"":593000}"
3010326,3010325,1,1,1,0,"{""1909001"":[1,29]}","{""1101201"":1108000,""1101202"":1108000,""1101203"":1108000,""1102003"":593000,""1102001"":593000,""1102004"":593000}"
3010327,3010326,1,1,1,0,"{""1904001"":[1,29]}","{""1101201"":1108000,""1101202"":1108000,""1101203"":1108000,""1102003"":593000,""1102001"":593000,""1102004"":593000}"
3010328,3010327,1,1,1,0,"{""1902002"":[1,29]}","{""1101201"":1108000,""1101202"":1108000,""1101203"":1108000,""1102003"":593000,""1102001"":593000,""1102004"":593000}"
3010329,3010328,1,1,1,0,"{""1902003"":[1,29]}","{""1101201"":1108000,""1101202"":1108000,""1101203"":1108000,""1102003"":593000,""1102001"":593000,""1102004"":593000}"
3010330,3010329,1,1,1,0,"{""1902001"":[1,29]}","{""1101201"":1108000,""1101202"":1108000,""1101203"":1108000,""1102003"":593000,""1102001"":593000,""1102004"":593000}"
3010331,3010330,1,1,1,0,"{""1902004"":[1,29]}","{""1101201"":1108000,""1101202"":1108000,""1101203"":1108000,""1102003"":593000,""1102001"":593000,""1102004"":593000}"
3010332,3010331,1,1,1,0,"{""1913001"":[1,29]}","{""1101201"":1219000,""1101202"":1219000,""1101203"":1219000,""1102003"":653000,""1102001"":653000,""1102004"":653000}"
3010333,3010332,1,1,1,0,"{""1901001"":[1,30]}","{""1101201"":1219000,""1101202"":1219000,""1101203"":1219000,""1102003"":653000,""1102001"":653000,""1102004"":653000}"
3010334,3010333,1,1,1,0,"{""1906001"":[1,30]}","{""1101201"":1219000,""1101202"":1219000,""1101203"":1219000,""1102003"":653000,""1102001"":653000,""1102004"":653000}"
3010335,3010334,1,1,1,0,"{""1903001"":[1,30]}","{""1101201"":1219000,""1101202"":1219000,""1101203"":1219000,""1102003"":653000,""1102001"":653000,""1102004"":653000}"
3010336,3010335,1,1,1,0,"{""1907001"":[1,30]}","{""1101201"":1219000,""1101202"":1219000,""1101203"":1219000,""1102003"":653000,""1102001"":653000,""1102004"":653000}"
3010337,3010336,1,1,1,0,"{""1909001"":[1,30]}","{""1101201"":1219000,""1101202"":1219000,""1101203"":1219000,""1102003"":653000,""1102001"":653000,""1102004"":653000}"
3010338,3010337,1,1,1,0,"{""1904001"":[1,30]}","{""1101201"":1219000,""1101202"":1219000,""1101203"":1219000,""1102003"":653000,""1102001"":653000,""1102004"":653000}"
3010339,3010338,1,1,1,0,"{""1902002"":[1,30]}","{""1101201"":1219000,""1101202"":1219000,""1101203"":1219000,""1102003"":653000,""1102001"":653000,""1102004"":653000}"
3010340,3010339,1,1,1,0,"{""1902003"":[1,30]}","{""1101201"":1219000,""1101202"":1219000,""1101203"":1219000,""1102003"":653000,""1102001"":653000,""1102004"":653000}"
3010341,3010340,1,1,1,0,"{""1902001"":[1,30]}","{""1101201"":1219000,""1101202"":1219000,""1101203"":1219000,""1102003"":653000,""1102001"":653000,""1102004"":653000}"
3010342,3010341,1,1,1,0,"{""1902004"":[1,30]}","{""1101201"":1219000,""1101202"":1219000,""1101203"":1219000,""1102003"":653000,""1102001"":653000,""1102004"":653000}"
3010343,3010342,1,1,1,0,"{""1913001"":[1,30]}","{""1101201"":1219000,""1101202"":1219000,""1101203"":1219000,""1102003"":653000,""1102001"":653000,""1102004"":653000}"
